iteration,current_cost,candidate_cost,best_cost,accepted,candidate_feasible,destroy,repair,temperature,truck_cost,truck_transport_cost,truck_fixed_cost,tractor_distance_cost,trailer_fixed_cost,van_cost,van_transport_cost,van_fixed_cost,drone_cost,drone_transport_cost,drone_fixed_cost,truck_distance,van_distance,drone_distance,drone_energy,used_trucks,used_tractors,used_trailers,used_vans,used_drones,used_drone_sorties,waiting_cost,waiting_cost_reported,penalty_cost,total_cost,van_waiting_time,drone_waiting_time,early_waiting_time,num_time_window_violations,waiting_cost_reported_not_optimized,feasible,violations
1,814.7546858730886,814.7546858730886,814.7546858730886,True,True,cascade_aware_removal,best_mode_repair,1000.0,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,142.67717304531118,83.67717304531118,59.0,343.8510832435383,5.851083243538332,338.0,84.05514486230004,95.63105490892706,112.52083160650639,16.223957628547474,1,1,1,1,2,4,54.71325436866372,54.71325436866372,0.0,814.7546858730886,84.39062370487977,0.0,0.0,0.0,True,True,[]
2,823.1761343188819,823.1761343188819,814.7546858730886,True,True,random_customer_removal,cascade_repair,999.5,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,151.99661518411745,92.99661518411746,59.0,342.95308955052536,4.953089550525371,338.0,84.05514486230004,106.28184592470566,95.25172212548792,13.79196387397777,1,1,1,1,2,3,46.31614988351852,46.31614988351852,0.0,823.1761343188819,71.43879159411597,0.0,0.0,0.0,True,True,[]
3,823.1761343188819,10821.202514322515,814.7546858730886,False,False,random_customer_removal,best_mode_repair,999.00025,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,147.7438794978167,88.7438794978167,59.0,345.23220524045826,7.232205240458274,338.0,84.05514486230004,101.42157656893338,139.08087000881295,15.696771309874862,1,1,1,1,2,5,79.24137420297157,79.24137420297157,10000.0,10821.202514322515,122.22319928478905,0.0,0.0,0.0,True,False,['drone_id drone_0 continues after recovery at warehouse node 3.']
4,823.1761343188819,823.1761343188819,814.7546858730886,True,True,drone_task_removal,cascade_repair,998.5007498750001,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,151.99661518411745,92.99661518411746,59.0,342.95308955052536,4.953089550525371,338.0,84.05514486230004,106.28184592470566,95.25172212548792,13.79196387397777,1,1,1,1,2,3,46.31614988351852,46.31614988351852,0.0,823.1761343188819,71.43879159411597,0.0,0.0,0.0,True,True,[]
5,823.1761343188819,823.1761343188819,814.7546858730886,True,True,route_segment_removal,greedy_van_repair,998.0014995000627,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,151.99661518411745,92.99661518411746,59.0,342.95308955052536,4.953089550525371,338.0,84.05514486230004,106.28184592470566,95.25172212548792,13.79196387397777,1,1,1,1,2,3,46.31614988351852,46.31614988351852,0.0,823.1761343188819,71.43879159411597,0.0,0.0,0.0,True,True,[]
6,823.1761343188819,70820.94327848298,814.7546858730886,False,False,cascade_aware_removal,greedy_drone_repair,997.5024987503127,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,141.6287064261126,82.62870642611259,59.0,351.08814247263007,13.08814247263009,338.0,84.05514486230004,94.43280734412868,251.69504755057866,24.594431944979828,1,1,1,1,2,6,194.79520229838224,194.79520229838224,70000.0,70820.94327848298,300.4553248818235,0.0,0.0,2.0,True,False,"['customer 12 service_start 363.662 exceeds latest 360.000.', 'customer 5 service_start 376.406 exceeds latest 360.000.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 3 times.', 'drone_id drone_0 returns to warehouse 3 times.']"
7,823.1761343188819,40658.73926471815,814.7546858730886,False,False,cascade_aware_removal,greedy_van_repair,997.0037475009376,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,160.2557468127532,101.25574681275319,59.0,170.2570883211564,1.2570883211564141,169.0,84.05514486230004,115.72085350028937,24.17477540685412,2.3207784390579955,1,1,1,1,1,1,11.75498454158283,11.75498454158283,40000.0,40658.73926471815,18.13108155514061,0.0,0.0,0.0,True,False,"['unassigned customers remain: [8, 11, 14]', 'high-floor customer 8 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 14 must be served by drone.']"
8,823.1761343188819,120892.37341646914,814.7546858730886,False,False,switch_transshipment_operator,greedy_drone_repair,996.5052456271872,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,139.2912316972766,80.2912316972766,59.0,358.83301418957006,20.833014189570065,338.0,118.26381895455873,91.7614076540304,400.6348882609628,37.80092609986552,1,1,1,1,2,9,831.0943083821205,831.0943083821205,120000.0,120892.37341646914,1281.8935347796203,0.0,0.0,3.0,True,False,"['customer 7 service_start 474.768 exceeds latest 360.000.', 'customer 13 service_start 368.659 exceeds latest 360.000.', 'customer 14 service_start 392.598 exceeds latest 360.000.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 departs from warehouse 8 times.', 'drone_id drone_4 returns to warehouse 8 times.']"
9,823.1761343188819,20810.783689135245,814.7546858730886,False,False,related_customer_removal,best_mode_repair,996.0069930043736,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,137.3068936517928,78.30689365179279,59.0,345.25036589921297,7.25036589921297,338.0,84.05514486230004,89.49359274490605,139.43011344640328,18.938622705659505,1,1,1,1,2,5,67.79789266331365,67.79789266331365,20000.0,20810.783689135245,104.57258508480254,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
10,823.1761343188819,823.1761343188819,814.7546858730886,True,True,random_customer_removal,best_mode_repair,995.5089895078714,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,151.99661518411745,92.99661518411746,59.0,342.95308955052536,4.953089550525371,338.0,84.05514486230004,106.28184592470566,95.25172212548792,13.79196387397777,1,1,1,1,2,3,46.31614988351852,46.31614988351852,0.0,823.1761343188819,71.43879159411597,0.0,0.0,0.0,True,True,[]
11,823.1761343188819,60806.80766807517,814.7546858730886,False,False,route_segment_removal,cascade_repair,995.0112350131176,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,126.59510232528672,67.59510232528672,59.0,351.9861361656431,13.98613616564305,338.0,84.05514486230004,77.25154551461338,268.9641570315971,26.737960159311246,1,1,1,1,2,7,199.57377470318042,199.57377470318042,60000.0,60806.80766807517,307.82587357817033,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 3 times.', 'drone_id drone_0 returns to warehouse 3 times.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
12,823.1761343188819,823.1761343188819,814.7546858730886,True,True,related_customer_removal,cascade_repair,994.5137293956111,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,151.99661518411745,92.99661518411746,59.0,342.95308955052536,4.953089550525371,338.0,84.05514486230004,106.28184592470566,95.25172212548792,13.79196387397777,1,1,1,1,2,3,46.31614988351852,46.31614988351852,0.0,823.1761343188819,71.43879159411597,0.0,0.0,0.0,True,True,[]
13,797.9229201239905,797.9229201239905,797.9229201239905,True,True,related_customer_removal,greedy_drone_repair,994.0164725309133,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.557569697766652,1,1,1,1,2,4,79.85158740053036,79.85158740053036,0.0,797.9229201239905,123.16440216020109,0.0,0.0,0.0,True,True,[]
14,797.9229201239905,30795.940542112854,797.9229201239905,False,False,random_customer_removal,greedy_van_repair,993.519464294648,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,344.5570205386384,6.557020538638417,338.0,84.05514486230004,73.32239084568856,126.09654881996956,13.468028859944148,1,1,1,1,2,3,61.314446863710195,61.314446863710195,30000.0,30795.940542112854,94.57241161497717,0.0,0.0,0.0,True,False,"['unassigned customers remain: [11, 14]', 'high-floor customer 11 must be served by drone.', 'high-floor customer 14 must be served by drone.']"
15,797.9229201239905,797.9229201239905,797.9229201239905,True,True,drone_task_removal,regret_repair,993.0227045625006,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.846035238004937,1,1,1,1,2,4,79.85158740053035,79.85158740053035,0.0,797.9229201239905,123.16440216020106,0.0,0.0,0.0,True,True,[]
16,797.9229201239905,40650.93666798659,797.9229201239905,False,False,random_customer_removal,greedy_van_repair,992.5261932102194,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,151.99661518411745,92.99661518411746,59.0,170.71362321823344,1.7136232182334332,169.0,84.05514486230004,106.28184592470566,32.954292658335255,4.381644597097271,1,1,1,1,1,1,16.02402480511553,16.02402480511553,40000.0,40650.93666798659,24.715719493751465,0.0,0.0,0.0,True,False,"['unassigned customers remain: [10, 11, 14]', 'high-floor customer 10 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 14 must be served by drone.']"
17,797.9229201239905,60773.11180951556,797.9229201239905,False,False,route_segment_removal,best_mode_repair,992.0299301136143,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,89.31293476643323,30.31293476643323,59.0,355.57244516489163,17.57244516489162,338.0,84.05514486230004,34.64335401878083,337.9316377863773,33.503565983100124,1,1,1,1,2,8,236.72774430053934,236.72774430053934,60000.0,60773.11180951556,365.1327675586725,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 3 times.', 'drone_id drone_0 returns to warehouse 3 times.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
18,797.9229201239905,40809.454920552795,797.9229201239905,False,False,related_customer_removal,greedy_van_repair,991.5339151485576,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,342.84339732040496,4.843397320404984,338.0,84.05514486230004,90.72582131217578,93.1422561616343,9.086384262846877,1,1,1,1,2,2,45.29042205859467,45.29042205859467,40000.0,40809.454920552795,69.8566921212257,0.0,0.0,0.0,True,False,"['unassigned customers remain: [8, 11, 14]', 'high-floor customer 8 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 14 must be served by drone.']"
19,797.9229201239905,60787.00722765244,797.9229201239905,False,False,related_customer_removal,cascade_repair,991.0381481909834,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,104.106346596316,45.10634659631601,59.0,354.6744514718787,16.67445147187866,338.0,84.05514486230004,51.55011039578972,320.6625283053588,31.36003776876871,1,1,1,1,2,7,224.71210773504717,224.71210773504717,60000.0,60787.00722765244,346.5996520334918,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 3 times.', 'drone_id drone_0 returns to warehouse 3 times.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
20,797.9229201239905,797.9229201239905,797.9229201239905,True,True,random_customer_removal,greedy_drone_repair,990.542629116888,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.846035238004937,1,1,1,1,2,4,79.85158740053035,79.85158740053035,0.0,797.9229201239905,123.16440216020106,0.0,0.0,0.0,True,True,[]
21,797.9229201239905,20785.530474940355,797.9229201239905,False,False,route_segment_removal,regret_repair,990.0473578023295,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,108.46737045765283,49.467370457652834,59.0,348.8366748984615,10.83667489846154,338.0,84.05514486230004,56.53413766588895,208.39759420118347,25.992694069686674,1,1,1,1,2,6,101.33333018032546,101.33333018032546,20000.0,20785.530474940355,156.2981956508876,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
22,797.9229201239905,797.9229201239905,797.9229201239905,True,True,related_customer_removal,cascade_repair,989.5523341234284,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.557569697766652,1,1,1,1,2,4,79.85158740053036,79.85158740053036,0.0,797.9229201239905,123.16440216020109,0.0,0.0,0.0,True,True,[]
23,797.9229201239905,30795.940542112854,797.9229201239905,False,False,random_customer_removal,greedy_van_repair,989.0575579563667,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,344.5570205386384,6.557020538638417,338.0,84.05514486230004,73.32239084568856,126.09654881996956,13.468028859944148,1,1,1,1,2,3,61.314446863710195,61.314446863710195,30000.0,30795.940542112854,94.57241161497717,0.0,0.0,0.0,True,False,"['unassigned customers remain: [11, 14]', 'high-floor customer 11 must be served by drone.', 'high-floor customer 14 must be served by drone.']"
24,797.9229201239905,50488.482176396996,797.9229201239905,False,False,route_segment_removal,greedy_van_repair,988.5630291773886,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,160.2557468127532,101.25574681275319,59.0,0.0,0.0,0.0,84.05514486230004,115.72085350028937,0.0,0.0,1,1,1,1,0,0,0.0,0.0,50000.0,50488.482176396996,0.0,0.0,0.0,0.0,True,False,"['unassigned customers remain: [8, 10, 11, 14]', 'high-floor customer 8 must be served by drone.', 'high-floor customer 10 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 14 must be served by drone.']"
25,797.9229201239905,797.9229201239905,797.9229201239905,True,True,drone_task_removal,greedy_drone_repair,988.0687476627999,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.557569697766652,1,1,1,1,2,4,79.85158740053036,79.85158740053036,0.0,797.9229201239905,123.16440216020109,0.0,0.0,0.0,True,True,[]
26,797.9229201239905,110891.45030478142,797.9229201239905,False,False,switch_transshipment_operator,cascade_repair,987.5747132889685,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,139.2912316972766,80.2912316972766,59.0,357.90990250184853,19.90990250184851,338.0,118.26381895455873,91.7614076540304,382.8827404201637,36.59599906517128,1,1,1,1,2,9,639.6496920085576,639.6496920085576,110000.0,110891.45030478142,986.6062087535595,0.0,0.0,2.0,True,False,"['customer 7 service_start 426.719 exceeds latest 360.000.', 'customer 9 service_start 444.086 exceeds latest 360.000.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 departs from warehouse 7 times.', 'drone_id drone_4 returns to warehouse 7 times.']"
27,797.9229201239905,797.9229201239905,797.9229201239905,True,True,drone_task_removal,greedy_drone_repair,987.080925932324,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.557569697766652,1,1,1,1,2,4,79.85158740053036,79.85158740053036,0.0,797.9229201239905,123.16440216020109,0.0,0.0,0.0,True,True,[]
28,797.9229201239905,20785.530474940355,797.9229201239905,False,False,route_segment_removal,greedy_drone_repair,986.587385469358,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,108.46737045765283,49.467370457652834,59.0,348.8366748984615,10.83667489846154,338.0,84.05514486230004,56.53413766588895,208.39759420118347,25.704228529448386,1,1,1,1,2,6,101.33333018032545,101.33333018032545,20000.0,20785.530474940355,156.29819565088758,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
29,797.9229201239905,50782.32218323697,797.9229201239905,False,False,random_customer_removal,cascade_repair,986.0940917766234,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,104.4799068935568,45.479906893556795,59.0,349.6158467591735,11.61584675917348,338.0,84.05514486230004,51.97703644977919,223.38166844564387,23.973773365059337,1,1,1,1,2,6,151.2528115433072,151.2528115433072,50000.0,50782.32218323697,233.2948250025304,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 2 times.', 'drone_id drone_0 returns to warehouse 2 times.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
30,797.9229201239905,797.9229201239905,797.9229201239905,True,True,related_customer_removal,best_mode_repair,985.6010447307351,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.557569697766652,1,1,1,1,2,4,79.85158740053036,79.85158740053036,0.0,797.9229201239905,123.16440216020109,0.0,0.0,0.0,True,True,[]
31,797.9229201239905,50781.204113852444,797.9229201239905,False,False,cascade_aware_removal,regret_repair,985.1082442083698,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,104.4799068935568,45.479906893556795,59.0,348.4977773746485,10.497777374648493,338.0,84.05514486230004,51.97703644977919,201.88033412785563,23.58446627492306,1,1,1,1,2,5,126.81422552636903,126.81422552636903,50000.0,50781.204113852444,195.60034785558207,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 2 times.', 'drone_id drone_0 returns to warehouse 2 times.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
32,797.9229201239905,797.9229201239905,797.9229201239905,True,True,drone_task_removal,best_mode_repair,984.6156900862657,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.846035238004937,1,1,1,1,2,4,79.85158740053035,79.85158740053035,0.0,797.9229201239905,123.16440216020106,0.0,0.0,0.0,True,True,[]
33,797.9229201239905,40809.454920552795,797.9229201239905,False,False,related_customer_removal,greedy_van_repair,984.1233822412225,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,342.84339732040496,4.843397320404984,338.0,84.05514486230004,90.72582131217578,93.1422561616343,9.086384262846877,1,1,1,1,2,2,45.29042205859467,45.29042205859467,40000.0,40809.454920552795,69.8566921212257,0.0,0.0,0.0,True,False,"['unassigned customers remain: [8, 11, 14]', 'high-floor customer 8 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 14 must be served by drone.']"
34,824.3541748671996,824.3541748671996,797.9229201239905,True,True,greedy_removal,greedy_van_repair,983.631320550102,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,151.99661518411745,92.99661518411746,59.0,344.131130098843,6.1311300988430135,338.0,84.05514486230004,106.28184592470566,117.90634805467334,16.25527350341786,1,1,1,1,2,3,57.33196174158495,57.33196174158495,0.0,824.3541748671996,88.42976104100507,0.0,0.0,0.0,True,True,[]
35,824.3541748671996,20889.963025145258,797.9229201239905,False,False,switch_transshipment_operator,best_mode_repair,983.139504889827,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,148.7735769516502,89.7735769516502,59.0,346.9402776113084,8.9402776113084,338.0,118.26381895455873,102.5983736590288,171.9284156020846,16.158514805558926,1,1,1,1,2,7,89.16919307960463,89.16919307960463,20000.0,20889.963025145258,137.53603045697372,0.0,0.0,0.0,True,False,"['drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_5 continues after recovery at warehouse node 4.']"
36,797.9229201239905,797.9229201239905,797.9229201239905,True,True,related_customer_removal,best_mode_repair,982.6479351373821,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.846035238004937,1,1,1,1,2,4,79.85158740053035,79.85158740053035,0.0,797.9229201239905,123.16440216020106,0.0,0.0,0.0,True,True,[]
37,830.3171965629926,830.3171965629926,797.9229201239905,True,True,random_customer_removal,cascade_repair,982.1566111698135,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,160.2557468127532,101.25574681275319,59.0,341.8350201660004,3.835020166000384,338.0,84.05514486230004,115.72085350028937,73.7503878076997,10.655106838554465,1,1,1,1,2,3,35.86112607149402,35.86112607149402,0.0,830.3171965629926,55.312790855774836,0.0,0.0,0.0,True,True,[]
38,820.9480138725366,820.9480138725366,797.9229201239905,True,True,route_segment_removal,best_mode_repair,981.6655328642286,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,149.5280321003034,90.5280321003034,59.0,343.19355218799416,5.193552187994149,338.0,84.05514486230004,103.46060811463246,99.8760036152721,13.842544022823414,1,1,1,1,2,4,48.56470675792604,48.56470675792604,0.0,820.9480138725366,74.90700271145406,0.0,0.0,0.0,True,True,[]
39,820.9480138725366,20889.963025145258,797.9229201239905,False,False,switch_transshipment_operator,best_mode_repair,981.1747000977965,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,148.7735769516502,89.7735769516502,59.0,346.9402776113084,8.9402776113084,338.0,118.26381895455873,102.5983736590288,171.9284156020846,16.158514805558926,1,1,1,1,2,7,89.16919307960463,89.16919307960463,20000.0,20889.963025145258,137.53603045697372,0.0,0.0,0.0,True,False,"['drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_5 continues after recovery at warehouse node 4.']"
