iteration,current_cost,candidate_cost,best_cost,accepted,candidate_feasible,destroy,repair,temperature,truck_cost,truck_transport_cost,truck_fixed_cost,tractor_distance_cost,trailer_fixed_cost,van_cost,van_transport_cost,van_fixed_cost,drone_cost,drone_transport_cost,drone_fixed_cost,truck_distance,van_distance,drone_distance,drone_energy,used_trucks,used_tractors,used_trailers,used_vans,used_drones,used_drone_sorties,waiting_cost,waiting_cost_reported,penalty_cost,total_cost,van_waiting_time,drone_waiting_time,early_waiting_time,num_time_window_violations,waiting_cost_reported_not_optimized,feasible,violations
40,820.9480138725366,80796.48232819777,797.9229201239905,False,False,route_segment_removal,greedy_drone_repair,980.6841127477477,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,114.80784915593938,55.80784915593938,59.0,353.4480494575954,15.448049457595419,338.0,84.05514486230004,63.780399035359295,297.0778741845273,29.849188846006303,1,1,1,1,2,8,446.39688011388927,446.39688011388927,80000.0,80796.48232819777,688.5298922065131,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 6 times.', 'drone_id drone_0 returns to warehouse 6 times.']"
41,820.9480138725366,20787.978818413805,797.9229201239905,False,False,route_segment_removal,best_mode_repair,980.1937706913739,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,111.17016460623206,52.17016460623206,59.0,348.58222422333506,10.58222422333504,338.0,84.05514486230004,59.623045264265215,203.5043119872123,23.347017275247662,1,1,1,1,2,6,114.9779965088975,114.9779965088975,20000.0,20787.978818413805,177.3439534841607,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
42,820.9480138725366,820.9480138725366,797.9229201239905,True,True,random_customer_removal,cascade_repair,979.7036738060282,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,149.5280321003034,90.5280321003034,59.0,343.19355218799416,5.193552187994149,338.0,84.05514486230004,103.46060811463246,99.8760036152721,13.842544022823414,1,1,1,1,2,4,48.56470675792604,48.56470675792604,0.0,820.9480138725366,74.90700271145406,0.0,0.0,0.0,True,True,[]
43,820.9480138725366,60806.80766807517,797.9229201239905,False,False,random_customer_removal,regret_repair,979.2138219691252,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,126.59510232528672,67.59510232528672,59.0,351.9861361656431,13.98613616564305,338.0,84.05514486230004,77.25154551461338,268.9641570315971,26.737960159311246,1,1,1,1,2,7,203.19230678352744,203.19230678352744,60000.0,60806.80766807517,313.4071569925873,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 3 times.', 'drone_id drone_0 returns to warehouse 3 times.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
44,820.9480138725366,820.9480138725366,797.9229201239905,True,True,drone_task_removal,regret_repair,978.7242150581407,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,149.5280321003034,90.5280321003034,59.0,343.19355218799416,5.193552187994149,338.0,84.05514486230004,103.46060811463246,99.8760036152721,13.842544022823414,1,1,1,1,2,4,48.56470675792604,48.56470675792604,0.0,820.9480138725366,74.90700271145406,0.0,0.0,0.0,True,True,[]
45,830.6369620989806,830.6369620989806,797.9229201239905,True,True,greedy_removal,greedy_van_repair,978.2348529506116,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,160.1149740197602,101.11497401976021,59.0,342.2955584949812,4.295558494981188,338.0,84.05514486230004,115.55997030829738,82.60689413425362,11.699015808491998,1,1,1,1,2,3,40.16760227278084,40.16760227278084,0.0,830.6369620989806,61.95517060069025,0.0,0.0,0.0,True,True,[]
46,830.6369620989806,10827.545272718087,797.9229201239905,False,False,related_customer_removal,cascade_repair,977.7457355241364,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,155.86223833345946,96.86223833345946,59.0,343.45660480038913,5.456604800389103,338.0,84.05514486230004,110.69970095252509,104.93470769979045,13.21451615425281,1,1,1,1,2,4,51.02450161902314,51.02450161902314,10000.0,10827.545272718087,78.7010307748429,0.0,0.0,0.0,True,False,['drone_id drone_0 continues after recovery at warehouse node 3.']
47,830.6369620989806,830.6369620989806,797.9229201239905,True,True,related_customer_removal,cascade_repair,977.2568626563744,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,160.1149740197602,101.11497401976021,59.0,342.2955584949812,4.295558494981188,338.0,84.05514486230004,115.55997030829738,82.60689413425362,11.699015808491998,1,1,1,1,2,3,40.16760227278084,40.16760227278084,0.0,830.6369620989806,61.95517060069025,0.0,0.0,0.0,True,True,[]
48,830.6369620989806,20814.905290892253,797.9229201239905,False,False,route_segment_removal,greedy_drone_repair,976.7682342250463,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,142.08602646434457,83.08602646434457,59.0,344.5928348436688,6.592834843668787,338.0,84.05514486230004,94.95545881639379,126.78528545516899,16.845674640173733,1,1,1,1,2,5,61.64934505257592,61.64934505257592,20000.0,20814.905290892253,95.08896409137674,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
49,830.6369620989806,830.6369620989806,797.9229201239905,True,True,greedy_removal,greedy_van_repair,976.2798501079338,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,160.1149740197602,101.11497401976021,59.0,342.2955584949812,4.295558494981188,338.0,84.05514486230004,115.55997030829738,82.60689413425362,11.699015808491998,1,1,1,1,2,3,40.16760227278084,40.16760227278084,0.0,830.6369620989806,61.95517060069025,0.0,0.0,0.0,True,True,[]
50,830.6369620989806,110891.45030478142,797.9229201239905,False,False,switch_transshipment_operator,cascade_repair,975.7917101828799,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,139.2912316972766,80.2912316972766,59.0,357.90990250184853,19.90990250184851,338.0,118.26381895455873,91.7614076540304,382.8827404201637,36.59599906517128,1,1,1,1,2,9,639.6496920085576,639.6496920085576,110000.0,110891.45030478142,986.6062087535595,0.0,0.0,2.0,True,False,"['customer 7 service_start 426.719 exceeds latest 360.000.', 'customer 9 service_start 444.086 exceeds latest 360.000.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 departs from warehouse 7 times.', 'drone_id drone_4 returns to warehouse 7 times.']"
51,802.6494081454626,802.6494081454626,797.9229201239905,True,True,cascade_aware_removal,cascade_repair,975.3038143277885,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,127.65737893570402,68.65737893570402,59.0,346.76559962551954,8.765599625519528,338.0,84.05514486230004,78.46557592651888,168.56922356768322,20.581820809584865,1,1,1,1,2,5,97.99080976490147,97.99080976490147,0.0,802.6494081454626,151.14263716951385,0.0,0.0,0.0,True,True,[]
52,802.6494081454626,802.6494081454626,797.9229201239905,True,True,related_customer_removal,regret_repair,974.8161624206247,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,127.65737893570402,68.65737893570402,59.0,346.76559962551954,8.765599625519528,338.0,84.05514486230004,78.46557592651888,168.56922356768322,20.581820809584865,1,1,1,1,2,5,97.99080976490147,97.99080976490147,0.0,802.6494081454626,151.14263716951385,0.0,0.0,0.0,True,True,[]
53,812.3383563719065,812.3383563719065,797.9229201239905,True,True,related_customer_removal,greedy_van_repair,974.3287543394144,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.24432085516082,79.24432085516082,59.0,345.8676059325066,7.867605932506567,338.0,84.05514486230004,90.5649381201838,151.30011408666476,18.43829259525345,1,1,1,1,2,4,89.59370527975628,89.59370527975628,0.0,812.3383563719065,138.19080505875004,0.0,0.0,0.0,True,True,[]
54,812.3383563719065,120892.37341646914,797.9229201239905,False,False,switch_transshipment_operator,greedy_drone_repair,973.8415899622448,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,139.2912316972766,80.2912316972766,59.0,358.83301418957006,20.833014189570065,338.0,118.26381895455873,91.7614076540304,400.6348882609628,37.80092609986552,1,1,1,1,2,9,831.0943083821205,831.0943083821205,120000.0,120892.37341646914,1281.8935347796203,0.0,0.0,3.0,True,False,"['customer 7 service_start 474.768 exceeds latest 360.000.', 'customer 13 service_start 368.659 exceeds latest 360.000.', 'customer 14 service_start 392.598 exceeds latest 360.000.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 departs from warehouse 8 times.', 'drone_id drone_4 returns to warehouse 8 times.']"
55,812.3383563719065,60773.11180951556,797.9229201239905,False,False,random_customer_removal,cascade_repair,973.3546691672638,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,89.31293476643323,30.31293476643323,59.0,355.57244516489163,17.57244516489162,338.0,84.05514486230004,34.64335401878083,337.9316377863773,33.503565983100124,1,1,1,1,2,8,235.19260939422315,235.19260939422315,60000.0,60773.11180951556,362.76495022245217,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 3 times.', 'drone_id drone_0 returns to warehouse 3 times.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
56,811.3487335304794,811.3487335304794,797.9229201239905,True,True,drone_task_removal,cascade_repair,972.8679918326802,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.24432085516082,79.24432085516082,59.0,344.87798309107956,6.877983091079573,338.0,84.05514486230004,90.5649381201838,132.2689055976841,17.030122987572568,1,1,1,1,2,4,67.41110646534946,67.41110646534946,0.0,811.3487335304794,103.97599968948504,0.0,0.0,0.0,True,True,[]
57,810.7831294529302,810.7831294529302,797.9229201239905,True,True,related_customer_removal,regret_repair,972.3815578367639,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,344.1716062205373,6.1716062205372975,338.0,84.05514486230004,90.72582131217578,118.68473501033264,15.88478941449149,1,1,1,1,2,3,57.71045239877424,57.71045239877424,0.0,810.7831294529302,89.01355125774947,0.0,0.0,0.0,True,True,[]
58,810.7831294529302,810.7831294529302,797.9229201239905,True,True,route_segment_removal,greedy_van_repair,971.8953670578456,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,344.1716062205373,6.1716062205372975,338.0,84.05514486230004,90.72582131217578,118.68473501033264,15.88478941449149,1,1,1,1,2,3,57.71045239877424,57.71045239877424,0.0,810.7831294529302,89.01355125774947,0.0,0.0,0.0,True,True,[]
59,810.7831294529302,810.7831294529302,797.9229201239905,True,True,random_customer_removal,regret_repair,971.4094193743168,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,344.1716062205373,6.1716062205372975,338.0,84.05514486230004,90.72582131217578,118.68473501033263,16.173254954729778,1,1,1,1,2,3,57.71045239877424,57.71045239877424,0.0,810.7831294529302,89.01355125774947,0.0,0.0,0.0,True,True,[]
60,810.7831294529302,810.7831294529302,797.9229201239905,True,True,drone_task_removal,best_mode_repair,970.9237146646298,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,344.1716062205373,6.1716062205372975,338.0,84.05514486230004,90.72582131217578,118.68473501033263,16.173254954729778,1,1,1,1,2,3,57.71045239877424,57.71045239877424,0.0,810.7831294529302,89.01355125774947,0.0,0.0,0.0,True,True,[]
61,830.2455141665987,830.2455141665987,797.9229201239905,True,True,cascade_aware_removal,greedy_van_repair,970.4382528072975,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,160.2557468127532,101.25574681275319,59.0,341.7633377696064,3.7633377696063697,338.0,84.05514486230004,115.72085350028937,72.37188018473788,11.582493220142698,1,1,1,1,2,2,35.19082673982879,35.19082673982879,0.0,830.2455141665987,54.278910138553414,0.0,0.0,0.0,True,True,[]
62,810.7831294529302,810.7831294529302,797.9229201239905,True,True,related_customer_removal,best_mode_repair,969.9530336808939,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,344.1716062205373,6.1716062205372975,338.0,84.05514486230004,90.72582131217578,118.68473501033263,16.658632849669253,1,1,1,1,2,3,57.71045239877424,57.71045239877424,0.0,810.7831294529302,89.01355125774947,0.0,0.0,0.0,True,True,[]
63,810.7831294529302,120892.37341646914,797.9229201239905,False,False,switch_transshipment_operator,greedy_drone_repair,969.4680571640534,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,139.2912316972766,80.2912316972766,59.0,358.83301418957006,20.833014189570065,338.0,118.26381895455873,91.7614076540304,400.6348882609628,37.80092609986552,1,1,1,1,2,9,831.0943083821205,831.0943083821205,120000.0,120892.37341646914,1281.8935347796203,0.0,0.0,3.0,True,False,"['customer 7 service_start 474.768 exceeds latest 360.000.', 'customer 13 service_start 368.659 exceeds latest 360.000.', 'customer 14 service_start 392.598 exceeds latest 360.000.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 departs from warehouse 8 times.', 'drone_id drone_4 returns to warehouse 8 times.']"
64,810.7831294529302,50557.697867154166,797.9229201239905,False,False,switch_transshipment_operator,greedy_van_repair,968.9833231354714,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,163.44869657186723,104.44869657186723,59.0,0.0,0.0,0.0,118.26381895455873,119.36993893927684,0.0,0.0,1,1,1,1,0,0,0.0,0.0,50000.0,50557.697867154166,0.0,0.0,0.0,0.0,True,False,"['unassigned customers remain: [8, 10, 11, 14]', 'high-floor customer 8 must be served by drone.', 'high-floor customer 10 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 14 must be served by drone.']"
65,810.7831294529302,20889.963025145258,797.9229201239905,False,False,switch_transshipment_operator,best_mode_repair,968.4988314739038,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,148.7735769516502,89.7735769516502,59.0,346.9402776113084,8.9402776113084,338.0,118.26381895455873,102.5983736590288,171.9284156020846,16.158514805558926,1,1,1,1,2,7,89.16919307960463,89.16919307960463,20000.0,20889.963025145258,137.53603045697372,0.0,0.0,0.0,True,False,"['drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_5 continues after recovery at warehouse node 4.']"
66,810.7831294529302,120891.14724950856,797.9229201239905,False,False,switch_transshipment_operator,regret_repair,968.0145820581669,394.24917058229835,228.24917058229835,166.0,228.24917058229835,0.0,139.2912316972766,80.2912316972766,59.0,357.6068472289867,19.60684722898671,338.0,118.26381895455873,91.7614076540304,377.05475440359055,36.036512407580254,1,1,1,1,2,9,557.4639765129547,557.4639765129547,120000.0,120891.14724950856,859.8416090174109,0.0,0.0,3.0,True,False,"['customer 7 service_start 395.361 exceeds latest 360.000.', 'customer 9 service_start 412.728 exceeds latest 360.000.', 'customer 11 service_start 413.792 exceeds latest 360.000.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 continues after recovery at warehouse node 4.', 'drone_id drone_4 departs from warehouse 6 times.', 'drone_id drone_4 returns to warehouse 6 times.', 'drone_id drone_5 continues after recovery at warehouse node 4.']"
67,810.7831294529302,20798.390684269292,797.9229201239905,False,False,route_segment_removal,regret_repair,967.5305747671379,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.69537211582916,64.69537211582916,59.0,346.4688825692249,8.468882569224895,338.0,84.05514486230004,73.93756813237619,162.863126331248,21.80529168135099,1,1,1,1,2,5,79.1921951785693,79.1921951785693,20000.0,20798.390684269292,122.14734474843596,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
68,810.7831294529302,810.7831294529302,797.9229201239905,True,True,random_customer_removal,cascade_repair,967.0468094797543,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,344.1716062205373,6.1716062205372975,338.0,84.05514486230004,90.72582131217578,118.68473501033263,16.658632849669253,1,1,1,1,2,3,57.71045239877424,57.71045239877424,0.0,810.7831294529302,89.01355125774947,0.0,0.0,0.0,True,True,[]
69,810.7831294529302,20798.390684269292,797.9229201239905,False,False,route_segment_removal,best_mode_repair,966.5632860750145,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.69537211582916,64.69537211582916,59.0,346.4688825692249,8.468882569224895,338.0,84.05514486230004,73.93756813237619,162.863126331248,21.80529168135099,1,1,1,1,2,5,79.1921951785693,79.1921951785693,20000.0,20798.390684269292,122.14734474843596,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
70,810.7831294529302,810.7831294529302,797.9229201239905,True,True,drone_task_removal,best_mode_repair,966.080004431977,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,344.1716062205373,6.1716062205372975,338.0,84.05514486230004,90.72582131217578,118.68473501033263,16.658632849669253,1,1,1,1,2,3,57.71045239877424,57.71045239877424,0.0,810.7831294529302,89.01355125774947,0.0,0.0,0.0,True,True,[]
71,810.7831294529302,810.7831294529302,797.9229201239905,True,True,drone_task_removal,cascade_repair,965.5969644297611,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,138.38509364815383,79.38509364815381,59.0,344.1716062205373,6.1716062205372975,338.0,84.05514486230004,90.72582131217578,118.68473501033263,16.658632849669253,1,1,1,1,2,3,57.71045239877424,57.71045239877424,0.0,810.7831294529302,89.01355125774947,0.0,0.0,0.0,True,True,[]
72,810.7831294529302,50783.10454460071,797.9229201239905,False,False,cascade_aware_removal,cascade_repair,965.1141659475463,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,104.4799068935568,45.479906893556795,59.0,350.3982081229177,12.39820812291772,338.0,84.05514486230004,51.97703644977919,238.42707928687926,22.537802565317975,1,1,1,1,2,7,187.0667473330892,187.0667473330892,50000.0,50783.10454460071,288.5348287913972,0.0,0.0,0.0,True,False,"['drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 2 times.', 'drone_id drone_0 returns to warehouse 2 times.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
73,797.9229201239905,797.9229201239905,797.9229201239905,True,True,random_customer_removal,best_mode_repair,964.6316088645726,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,123.15709198997749,64.15709198997749,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.32239084568856,164.21920288026809,20.846035238004937,1,1,1,1,2,4,79.85158740053035,79.85158740053035,0.0,797.9229201239905,123.16440216020106,0.0,0.0,0.0,True,True,[]
74,797.7642301080622,797.7642301080622,797.7642301080622,True,True,related_customer_removal,greedy_van_repair,964.1492930601404,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,122.99840197404914,63.998401974049145,59.0,346.5393985497739,8.53939854977394,338.0,84.05514486230004,73.14103082748474,164.21920288026809,20.846035238004937,1,1,1,1,2,4,79.85158740053036,79.85158740053036,0.0,797.7642301080622,123.16440216020109,0.0,0.0,0.0,True,True,[]
75,789.3427816622689,789.3427816622689,789.3427816622689,True,True,greedy_removal,greedy_drone_repair,963.6672184136104,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,113.67895983524286,54.678959835242864,59.0,347.4373922427869,9.4373922427869,338.0,84.05514486230004,62.49023981170613,181.48831236128657,22.989563452336355,1,1,1,1,2,5,88.24869188567561,88.24869188567561,0.0,789.3427816622689,136.11623427096495,0.0,0.0,0.0,True,True,[]
76,831.626973943226,831.626973943226,789.3427816622689,True,True,greedy_removal,greedy_van_repair,963.1853848044036,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,159.2694142601438,100.2694142601438,59.0,344.131130098843,6.1311300988430135,338.0,84.05514486230004,114.59361629730721,117.90634805467334,16.25527350341786,1,1,1,1,2,3,57.33196174158491,57.33196174158491,0.0,831.626973943226,88.42976104100501,0.0,0.0,0.0,True,True,[]
77,831.626973943226,40676.34894513898,789.3427816622689,False,False,random_customer_removal,greedy_van_repair,962.7037921120015,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,176.6873866852689,117.68738668526889,59.0,171.43512886947406,2.435128869474056,169.0,84.05514486230004,134.49987049745016,46.829401336039545,4.495622528259797,1,1,1,1,1,1,22.77079639964922,22.77079639964922,40000.0,40676.34894513898,35.12205100202965,0.0,0.0,0.0,True,False,"['unassigned customers remain: [8, 11, 14]', 'high-floor customer 8 must be served by drone.', 'high-floor customer 11 must be served by drone.', 'high-floor customer 14 must be served by drone.']"
78,831.626973943226,80806.97455335072,789.3427816622689,False,False,route_segment_removal,cascade_repair,962.2224402159455,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,125.58394705252789,66.58394705252789,59.0,353.16417671396067,15.164176713960693,338.0,84.05514486230004,76.0959394886033,291.61878296078254,28.912804248513048,1,1,1,1,2,7,212.67298373527765,212.67298373527765,80000.0,80806.97455335072,328.03030910325606,0.0,0.0,2.0,True,False,"['customer 5 service_start 368.394 exceeds latest 360.000.', 'customer 13 service_start 362.126 exceeds latest 360.000.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 continues after recovery at warehouse node 3.', 'drone_id drone_0 departs from warehouse 3 times.', 'drone_id drone_0 returns to warehouse 3 times.', 'drone_id drone_1 continues after recovery at warehouse node 3.']"
79,831.626973943226,831.626973943226,789.3427816622689,True,True,random_customer_removal,greedy_van_repair,961.7413289958376,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,159.2694142601438,100.2694142601438,59.0,344.131130098843,6.1311300988430135,338.0,84.05514486230004,114.59361629730721,117.90634805467334,16.25527350341786,1,1,1,1,2,3,57.33196174158491,57.33196174158491,0.0,831.626973943226,88.42976104100501,0.0,0.0,0.0,True,True,[]
80,831.626973943226,20829.19184507375,789.3427816622689,False,False,related_customer_removal,greedy_van_repair,961.2604583313398,328.2264295842391,162.22642958423907,166.0,162.22642958423907,0.0,159.2694142601438,100.2694142601438,59.0,341.69600122936896,3.6960012293689575,338.0,84.05514486230004,114.59361629730721,71.07694671863379,11.759650975158063,1,1,1,1,2,2,34.56116534193573,34.56116534193573,20000.0,20829.19184507375,53.307710038975415,0.0,0.0,0.0,True,False,"['unassigned customers remain: [10]', 'high-floor customer 10 must be served by drone.']"
